"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011-01","Canada","","Seasonally adjusted at annual rates","Total debt payments","Dollars","81","millions","6","v1001696804","1.1.13","142644","","","","0"
"2011-01","Canada","","Seasonally adjusted at annual rates","Mortgage debt payments","Dollars","81","millions","6","v1001696805","1.1.14","61620","","","","0"
"2011-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt payments","Dollars","81","millions","6","v1001696806","1.1.15","81024","","","","0"
"2011-01","Canada","","Seasonally adjusted at annual rates","Total obligated payments of principal","Dollars","81","millions","6","v1001696807","1.1.16","66356","","","","0"
"2011-01","Canada","","Seasonally adjusted at annual rates","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696808","1.1.17","22116","","","","0"
"2011-01","Canada","","Seasonally adjusted at annual rates","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696809","1.1.18","44240","","","","0"
"2011-01","Canada","","Seasonally adjusted at annual rates","Total interest paid","Dollars","81","millions","6","v1001696810","1.1.19","76288","","","","0"
"2011-01","Canada","","Seasonally adjusted at annual rates","Mortgage interest paid","Dollars","81","millions","6","v1001696811","1.1.20","39504","","","","0"
"2011-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage interest paid","Dollars","81","millions","6","v1001696812","1.1.21","36784","","","","0"
"2011-01","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt ","Dollars","81","millions","6","v1001757403","1.1.29","32996","","","","0"
"2011-01","Canada","","Seasonally adjusted at annual rates","Debt service ratio","Ratio","270","units","0","v1001696813","1.1.22","13.89","","","","2"
"2011-01","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio","Ratio","270","units","0","v1001696814","1.1.23","6.00","","","","2"
"2011-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696815","1.1.24","7.89","","","","2"
"2011-01","Canada","","Seasonally adjusted at annual rates","Debt service ratio, interest only","Ratio","270","units","0","v1001696816","1.1.25","7.43","","","","2"
"2011-01","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696817","1.1.26","3.85","","","","2"
"2011-01","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696818","1.1.27","3.58","","","","2"
"2011-01","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696819","1.1.28","3.21","","","","2"
"2011-01","Canada","","Unadjusted","Household income","Dollars","81","millions","6","v1001696820","1.2.1","349205","","","","0"
"2011-01","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","214464","","","","0"
"2011-01","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","35569","","","","0"
"2011-01","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","39809","","","","0"
"2011-01","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","59363","","","","0"
"2011-01","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","346421","","","","0"
"2011-01","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","13943","","","","0"
"2011-01","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","106579","","","","0"
"2011-01","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","225899","","","","0"
"2011-01","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","228683","","","","0"
"2011-01","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","19072","","","","0"
"2011-01","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","247755","","","","0"
"2011-01","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","35635","","","","0"
"2011-01","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","15377","","","","0"
"2011-01","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","20258","","","","0"
"2011-01","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","16563","","","","0"
"2011-01","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","5571","","","","0"
"2011-01","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","10992","","","","0"
"2011-01","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","19072","","","","0"
"2011-01","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","9806","","","","0"
"2011-01","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","9266","","","","0"
"2011-01","Canada","","Unadjusted","Of which: consumer debt ","Dollars","81","millions","6","v1001757404","1.2.29","8322","","","","0"
"2011-01","Canada","","Unadjusted","Debt service ratio","Ratio","270","units","0","v1001696841","1.2.22","14.38","","","","2"
"2011-01","Canada","","Unadjusted","Mortgage debt service ratio","Ratio","270","units","0","v1001696842","1.2.23","6.21","","","","2"
"2011-01","Canada","","Unadjusted","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696843","1.2.24","8.18","","","","2"
"2011-01","Canada","","Unadjusted","Debt service ratio, interest only","Ratio","270","units","0","v1001696844","1.2.25","7.70","","","","2"
"2011-01","Canada","","Unadjusted","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696845","1.2.26","3.96","","","","2"
"2011-01","Canada","","Unadjusted","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696846","1.2.27","3.74","","","","2"
"2011-01","Canada","","Unadjusted","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696847","1.2.28","3.36","","","","2"
"2011-04","Canada","","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1431612","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","875820","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v1001696794","1.1.3","156856","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Property income received","Dollars","81","millions","6","v1001696795","1.1.4","160500","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Current transfers received","Dollars","81","millions","6","v1001696796","1.1.5","238436","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Household outlays","Dollars","81","millions","6","v1001696797","1.1.6","1441096","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Property income paid","Dollars","81","millions","6","v1001696798","1.1.7","55064","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Current transfers paid","Dollars","81","millions","6","v1001696799","1.1.8","422900","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Household final consumption expenditure","Dollars","81","millions","6","v1001696800","1.1.9","963132","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Disposable income ","Dollars","81","millions","6","v1001696801","1.1.10","953648","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Plus: Interest paid","Dollars","81","millions","6","v1001696802","1.1.11","74740","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696803","1.1.12","1028388","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Total debt payments","Dollars","81","millions","6","v1001696804","1.1.13","143920","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Mortgage debt payments","Dollars","81","millions","6","v1001696805","1.1.14","62092","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt payments","Dollars","81","millions","6","v1001696806","1.1.15","81828","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Total obligated payments of principal","Dollars","81","millions","6","v1001696807","1.1.16","69180","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696808","1.1.17","22764","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696809","1.1.18","46416","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Total interest paid","Dollars","81","millions","6","v1001696810","1.1.19","74740","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Mortgage interest paid","Dollars","81","millions","6","v1001696811","1.1.20","39328","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Non-mortgage interest paid","Dollars","81","millions","6","v1001696812","1.1.21","35412","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt ","Dollars","81","millions","6","v1001757403","1.1.29","31612","","","","0"
"2011-04","Canada","","Seasonally adjusted at annual rates","Debt service ratio","Ratio","270","units","0","v1001696813","1.1.22","13.99","","","","2"
"2011-04","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio","Ratio","270","units","0","v1001696814","1.1.23","6.04","","","","2"
"2011-04","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696815","1.1.24","7.96","","","","2"
"2011-04","Canada","","Seasonally adjusted at annual rates","Debt service ratio, interest only","Ratio","270","units","0","v1001696816","1.1.25","7.27","","","","2"
"2011-04","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696817","1.1.26","3.82","","","","2"
"2011-04","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696818","1.1.27","3.44","","","","2"
"2011-04","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696819","1.1.28","3.07","","","","2"
"2011-04","Canada","","Unadjusted","Household income","Dollars","81","millions","6","v1001696820","1.2.1","356847","","","","0"
"2011-04","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","221100","","","","0"
"2011-04","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","36796","","","","0"
"2011-04","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","39530","","","","0"
"2011-04","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","59421","","","","0"
"2011-04","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","369610","","","","0"
"2011-04","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","13491","","","","0"
"2011-04","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","111023","","","","0"
"2011-04","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","245096","","","","0"
"2011-04","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","232333","","","","0"
"2011-04","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","18381","","","","0"
"2011-04","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","250714","","","","0"
"2011-04","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","35726","","","","0"
"2011-04","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","15416","","","","0"
"2011-04","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","20310","","","","0"
"2011-04","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","17345","","","","0"
"2011-04","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","5693","","","","0"
"2011-04","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","11652","","","","0"
"2011-04","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","18381","","","","0"
"2011-04","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","9723","","","","0"
"2011-04","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","8658","","","","0"
"2011-04","Canada","","Unadjusted","Of which: consumer debt ","Dollars","81","millions","6","v1001757404","1.2.29","7714","","","","0"
"2011-04","Canada","","Unadjusted","Debt service ratio","Ratio","270","units","0","v1001696841","1.2.22","14.25","","","","2"
"2011-04","Canada","","Unadjusted","Mortgage debt service ratio","Ratio","270","units","0","v1001696842","1.2.23","6.15","","","","2"
"2011-04","Canada","","Unadjusted","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696843","1.2.24","8.10","","","","2"
"2011-04","Canada","","Unadjusted","Debt service ratio, interest only","Ratio","270","units","0","v1001696844","1.2.25","7.33","","","","2"
"2011-04","Canada","","Unadjusted","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696845","1.2.26","3.88","","","","2"
"2011-04","Canada","","Unadjusted","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696846","1.2.27","3.45","","","","2"
"2011-04","Canada","","Unadjusted","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696847","1.2.28","3.08","","","","2"
"2011-07","Canada","","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1445464","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","884344","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v1001696794","1.1.3","158536","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Property income received","Dollars","81","millions","6","v1001696795","1.1.4","165612","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Current transfers received","Dollars","81","millions","6","v1001696796","1.1.5","236972","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Household outlays","Dollars","81","millions","6","v1001696797","1.1.6","1453264","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Property income paid","Dollars","81","millions","6","v1001696798","1.1.7","54572","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Current transfers paid","Dollars","81","millions","6","v1001696799","1.1.8","428032","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Household final consumption expenditure","Dollars","81","millions","6","v1001696800","1.1.9","970660","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Disposable income ","Dollars","81","millions","6","v1001696801","1.1.10","962860","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Plus: Interest paid","Dollars","81","millions","6","v1001696802","1.1.11","75100","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696803","1.1.12","1037960","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Total debt payments","Dollars","81","millions","6","v1001696804","1.1.13","144592","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Mortgage debt payments","Dollars","81","millions","6","v1001696805","1.1.14","62304","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt payments","Dollars","81","millions","6","v1001696806","1.1.15","82288","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Total obligated payments of principal","Dollars","81","millions","6","v1001696807","1.1.16","69492","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696808","1.1.17","23532","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696809","1.1.18","45960","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Total interest paid","Dollars","81","millions","6","v1001696810","1.1.19","75100","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Mortgage interest paid","Dollars","81","millions","6","v1001696811","1.1.20","38772","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Non-mortgage interest paid","Dollars","81","millions","6","v1001696812","1.1.21","36328","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt ","Dollars","81","millions","6","v1001757403","1.1.29","32620","","","","0"
"2011-07","Canada","","Seasonally adjusted at annual rates","Debt service ratio","Ratio","270","units","0","v1001696813","1.1.22","13.93","","","","2"
"2011-07","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio","Ratio","270","units","0","v1001696814","1.1.23","6.00","","","","2"
"2011-07","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696815","1.1.24","7.93","","","","2"
"2011-07","Canada","","Seasonally adjusted at annual rates","Debt service ratio, interest only","Ratio","270","units","0","v1001696816","1.1.25","7.24","","","","2"
"2011-07","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696817","1.1.26","3.74","","","","2"
"2011-07","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696818","1.1.27","3.50","","","","2"
"2011-07","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696819","1.1.28","3.14","","","","2"
"2011-07","Canada","","Unadjusted","Household income","Dollars","81","millions","6","v1001696820","1.2.1","365799","","","","0"
"2011-07","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","221204","","","","0"
"2011-07","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","44555","","","","0"
"2011-07","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","40950","","","","0"
"2011-07","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","59090","","","","0"
"2011-07","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","360423","","","","0"
"2011-07","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","13698","","","","0"
"2011-07","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","102061","","","","0"
"2011-07","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","244664","","","","0"
"2011-07","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","250040","","","","0"
"2011-07","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","18837","","","","0"
"2011-07","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","268877","","","","0"
"2011-07","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","36204","","","","0"
"2011-07","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","15614","","","","0"
"2011-07","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","20590","","","","0"
"2011-07","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","17367","","","","0"
"2011-07","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","5904","","","","0"
"2011-07","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","11463","","","","0"
"2011-07","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","18837","","","","0"
"2011-07","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","9710","","","","0"
"2011-07","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","9127","","","","0"
"2011-07","Canada","","Unadjusted","Of which: consumer debt ","Dollars","81","millions","6","v1001757404","1.2.29","8196","","","","0"
"2011-07","Canada","","Unadjusted","Debt service ratio","Ratio","270","units","0","v1001696841","1.2.22","13.46","","","","2"
"2011-07","Canada","","Unadjusted","Mortgage debt service ratio","Ratio","270","units","0","v1001696842","1.2.23","5.81","","","","2"
"2011-07","Canada","","Unadjusted","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696843","1.2.24","7.66","","","","2"
"2011-07","Canada","","Unadjusted","Debt service ratio, interest only","Ratio","270","units","0","v1001696844","1.2.25","7.01","","","","2"
"2011-07","Canada","","Unadjusted","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696845","1.2.26","3.61","","","","2"
"2011-07","Canada","","Unadjusted","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696846","1.2.27","3.39","","","","2"
"2011-07","Canada","","Unadjusted","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696847","1.2.28","3.05","","","","2"
"2011-10","Canada","","Seasonally adjusted at annual rates","Household income","Dollars","81","millions","6","v1001696792","1.1.1","1456528","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Compensation of employees","Dollars","81","millions","6","v1001696793","1.1.2","894816","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v1001696794","1.1.3","160028","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Property income received","Dollars","81","millions","6","v1001696795","1.1.4","162384","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Current transfers received","Dollars","81","millions","6","v1001696796","1.1.5","239300","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Household outlays","Dollars","81","millions","6","v1001696797","1.1.6","1457020","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Property income paid","Dollars","81","millions","6","v1001696798","1.1.7","53168","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Current transfers paid","Dollars","81","millions","6","v1001696799","1.1.8","421864","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Household final consumption expenditure","Dollars","81","millions","6","v1001696800","1.1.9","981988","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Disposable income ","Dollars","81","millions","6","v1001696801","1.1.10","981496","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Plus: Interest paid","Dollars","81","millions","6","v1001696802","1.1.11","75272","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696803","1.1.12","1056768","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Total debt payments","Dollars","81","millions","6","v1001696804","1.1.13","145944","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Mortgage debt payments","Dollars","81","millions","6","v1001696805","1.1.14","63144","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt payments","Dollars","81","millions","6","v1001696806","1.1.15","82800","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Total obligated payments of principal","Dollars","81","millions","6","v1001696807","1.1.16","70672","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696808","1.1.17","24404","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696809","1.1.18","46268","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Total interest paid","Dollars","81","millions","6","v1001696810","1.1.19","75272","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Mortgage interest paid","Dollars","81","millions","6","v1001696811","1.1.20","38740","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Non-mortgage interest paid","Dollars","81","millions","6","v1001696812","1.1.21","36532","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt ","Dollars","81","millions","6","v1001757403","1.1.29","32736","","","","0"
"2011-10","Canada","","Seasonally adjusted at annual rates","Debt service ratio","Ratio","270","units","0","v1001696813","1.1.22","13.81","","","","2"
"2011-10","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio","Ratio","270","units","0","v1001696814","1.1.23","5.98","","","","2"
"2011-10","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio","Ratio","270","units","0","v1001696815","1.1.24","7.84","","","","2"
"2011-10","Canada","","Seasonally adjusted at annual rates","Debt service ratio, interest only","Ratio","270","units","0","v1001696816","1.1.25","7.12","","","","2"
"2011-10","Canada","","Seasonally adjusted at annual rates","Mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696817","1.1.26","3.67","","","","2"
"2011-10","Canada","","Seasonally adjusted at annual rates","Non-mortgage debt service ratio, interest only","Ratio","270","units","0","v1001696818","1.1.27","3.46","","","","2"
"2011-10","Canada","","Seasonally adjusted at annual rates","Of which: consumer debt service ratio, interest only","Ratio","270","units","0","v1001696819","1.1.28","3.10","","","","2"
"2011-10","Canada","","Unadjusted","Household income","Dollars","81","millions","6","v1001696820","1.2.1","366012","","","","0"
"2011-10","Canada","","Unadjusted","Compensation of employees","Dollars","81","millions","6","v1001696821","1.2.2","224377","","","","0"
"2011-10","Canada","","Unadjusted","Net mixed income","Dollars","81","millions","6","v1001696822","1.2.3","40756","","","","0"
"2011-10","Canada","","Unadjusted","Property income received","Dollars","81","millions","6","v1001696823","1.2.4","41876","","","","0"
"2011-10","Canada","","Unadjusted","Current transfers received","Dollars","81","millions","6","v1001696824","1.2.5","59003","","","","0"
"2011-10","Canada","","Unadjusted","Household outlays","Dollars","81","millions","6","v1001696825","1.2.6","366395","","","","0"
"2011-10","Canada","","Unadjusted","Property income paid","Dollars","81","millions","6","v1001696826","1.2.7","13448","","","","0"
"2011-10","Canada","","Unadjusted","Current transfers paid","Dollars","81","millions","6","v1001696827","1.2.8","101522","","","","0"
"2011-10","Canada","","Unadjusted","Household final consumption expenditure","Dollars","81","millions","6","v1001696828","1.2.9","251425","","","","0"
"2011-10","Canada","","Unadjusted","Disposable income ","Dollars","81","millions","6","v1001696829","1.2.10","251042","","","","0"
"2011-10","Canada","","Unadjusted","Plus: Interest paid","Dollars","81","millions","6","v1001696830","1.2.11","19060","","","","0"
"2011-10","Canada","","Unadjusted","Equals: disposable income before payment of interest","Dollars","81","millions","6","v1001696831","1.2.12","270102","","","","0"
"2011-10","Canada","","Unadjusted","Total debt payments","Dollars","81","millions","6","v1001696832","1.2.13","36710","","","","0"
"2011-10","Canada","","Unadjusted","Mortgage debt payments","Dollars","81","millions","6","v1001696833","1.2.14","15883","","","","0"
"2011-10","Canada","","Unadjusted","Non-mortgage debt payments","Dollars","81","millions","6","v1001696834","1.2.15","20827","","","","0"
"2011-10","Canada","","Unadjusted","Total obligated payments of principal","Dollars","81","millions","6","v1001696835","1.2.16","17650","","","","0"
"2011-10","Canada","","Unadjusted","Obligated mortgage principal payments","Dollars","81","millions","6","v1001696836","1.2.17","6036","","","","0"
"2011-10","Canada","","Unadjusted","Obligated non-mortgage principal payments","Dollars","81","millions","6","v1001696837","1.2.18","11614","","","","0"
"2011-10","Canada","","Unadjusted","Total interest paid","Dollars","81","millions","6","v1001696838","1.2.19","19060","","","","0"
"2011-10","Canada","","Unadjusted","Mortgage interest paid","Dollars","81","millions","6","v1001696839","1.2.20","9847","","","","0"
"2011-10","Canada","","Unadjusted","Non-mortgage interest paid","Dollars","81","millions","6","v1001696840","1.2.21","9213","","","","0"
